"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return6.feature: [12] Counting matches per group","128","test_counting_matches_per_group","tests.tck","Thu May 14 13:57:34 CST 2026","broken","Thu May 14 13:57:34 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals5.feature: [26] Return a positive float with nine integer digit and maximum positive exponent","13","test_return_a_positive_float_with_nine_integer_digit_and_maximum_positive_exponent","tests.tck","Thu May 14 13:59:01 CST 2026","passed","Thu May 14 13:59:01 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [19] Comparison operators takes precedence over boolean negation in every combination of truth values","0","test_comparison_operators_takes_precedence_over_boolean_negation_in_every_combination_of_truth_values[<=]","tests.tck","Thu May 14 13:59:13 CST 2026","broken","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [2] Should truncate datetime","108","test_should_truncate_datetime['century'-localdatetime({year: 2017, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{timezone: 'Europe/Stockholm'}-'2000-01-01T00:00+01:00[Europe/Stockholm]']","tests.tck","Thu May 14 14:00:40 CST 2026","failed","Thu May 14 14:00:40 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [11] Any quantifier with IS NULL predicate","29","test_any_quantifier_with_is_null_predicate[[null, null]-true]","tests.tck","Thu May 14 13:59:36 CST 2026","passed","Thu May 14 13:59:36 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [9] Fail when a relationship has the same variable in the same pattern","105","test_fail_when_a_relationship_has_the_same_variable_in_the_same_pattern[()-[]-()-[r*]-(), (r), ()-[]-()]","tests.tck","Thu May 14 13:56:23 CST 2026","failed","Thu May 14 13:56:23 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence4.feature: [3] Null predicate takes precedence over binary boolean operator","65","test_null_predicate_takes_precedence_over_binary_boolean_operator[true-OR-null-NULL-true-false]","tests.tck","Thu May 14 13:59:19 CST 2026","passed","Thu May 14 13:59:19 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/call/Call1.feature: [1] Standalone call to procedure that takes no arguments and yields no results","361","test_standalone_call_to_procedure_that_takes_no_arguments_and_yields_no_results","tests.tck","Thu May 14 13:55:58 CST 2026","failed","Thu May 14 13:55:59 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return7.feature: [2] Fail when using RETURN * without variables in scope","83","test_fail_when_using_return__without_variables_in_scope","tests.tck","Thu May 14 13:57:35 CST 2026","failed","Thu May 14 13:57:35 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/SkipLimitAcceptance.feature: [16] Reduce SKIP should be allowed","60","test_reduce_skip_should_be_allowed","tests.tck","Thu May 14 14:01:35 CST 2026","passed","Thu May 14 14:01:36 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/merge/Merge5.feature: [21] Do not match on deleted relationships","100","test_do_not_match_on_deleted_relationships","tests.tck","Thu May 14 13:57:20 CST 2026","failed","Thu May 14 13:57:20 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [25] Null predicates take precedence over binary boolean operators in every combination of truth values","0","test_null_predicates_take_precedence_over_binary_boolean_operators_in_every_combination_of_truth_values[XOR-IS NULL]","tests.tck","Thu May 14 13:59:13 CST 2026","broken","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete1.feature: [8] Failing when deleting a label","13","test_failing_when_deleting_a_label","tests.tck","Thu May 14 13:56:12 CST 2026","passed","Thu May 14 13:56:12 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [6] Single quantifier on list literal containing lists","10","test_single_quantifier_on_list_literal_containing_lists[[]-size(x) = 3-false]","tests.tck","Thu May 14 13:59:29 CST 2026","passed","Thu May 14 13:59:29 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [8] Fail when a path has the same variable in a preceding MATCH","105","test_fail_when_a_path_has_the_same_variable_in_a_preceding_match[r = ()-[*]-()]","tests.tck","Thu May 14 13:56:19 CST 2026","failed","Thu May 14 13:56:19 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [10] Any quantifier on lists containing nulls","9","test_any_quantifier_on_lists_containing_nulls[[0, null]-x = 2-null]","tests.tck","Thu May 14 13:59:35 CST 2026","broken","Thu May 14 13:59:35 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean2.feature: [8] Fail on disjunction of at least one non-booleans","7","test_fail_on_disjunction_of_at_least_one_nonbooleans[[true]-false]","tests.tck","Thu May 14 13:58:33 CST 2026","failed","Thu May 14 13:58:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [5] Any quantifier on list literal containing strings","51","test_any_quantifier_on_list_literal_containing_strings[['ef', 'abc', 'ef']-size(x) = 3-true]","tests.tck","Thu May 14 13:59:34 CST 2026","passed","Thu May 14 13:59:34 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [7] All quantifier on list literal containing maps","19","test_all_quantifier_on_list_literal_containing_maps[[{a: 4}]-x.a = 2-false]","tests.tck","Thu May 14 13:59:40 CST 2026","passed","Thu May 14 13:59:40 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean3.feature: [8] Fail on exclusive disjunction of at least one non-booleans","164","test_fail_on_exclusive_disjunction_of_at_least_one_nonbooleans[{x: []}-[123]]","tests.tck","Thu May 14 13:58:33 CST 2026","failed","Thu May 14 13:58:34 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence3.feature: [6] List element containment takes precedence over comparison operator","82","test_list_element_containment_takes_precedence_over_comparison_operator[<-null-false]","tests.tck","Thu May 14 13:59:18 CST 2026","failed","Thu May 14 13:59:18 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match7.feature: [28] Handling optional matches with inline label predicate","222","test_handling_optional_matches_with_inline_label_predicate","tests.tck","Thu May 14 13:57:00 CST 2026","broken","Thu May 14 13:57:00 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier8.feature: [2] All quantifier can nest itself and other quantifiers on the same list","8","test_all_quantifier_can_nest_itself_and_other_quantifiers_on_the_same_list[single(y IN list WHERE x < y)-false]","tests.tck","Thu May 14 13:59:45 CST 2026","passed","Thu May 14 13:59:45 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List5.feature: [38] IN should work with an empty list in the presence of other list elements: not matching","15","test_in_should_work_with_an_empty_list_in_the_presence_of_other_list_elements_not_matching","tests.tck","Thu May 14 13:58:57 CST 2026","passed","Thu May 14 13:58:57 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean3.feature: [5] Exclusive disjunction is commutative on null","19","test_exclusive_disjunction_is_commutative_on_null","tests.tck","Thu May 14 13:58:33 CST 2026","failed","Thu May 14 13:58:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [3] Any quantifier on list literal containing integers","82","test_any_quantifier_on_list_literal_containing_integers[[1, 2, 3]-x = 2-true]","tests.tck","Thu May 14 13:59:33 CST 2026","passed","Thu May 14 13:59:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/remove/Remove2.feature: [2] Remove a single label from a node with two labels","131","test_remove_a_single_label_from_a_node_with_two_labels","tests.tck","Thu May 14 13:57:23 CST 2026","broken","Thu May 14 13:57:23 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [2] Should truncate datetime","177","test_should_truncate_datetime['second'-localdatetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{nanosecond: 2}-'1984-10-11T12:31:14.000000002Z']","tests.tck","Thu May 14 14:00:43 CST 2026","failed","Thu May 14 14:00:43 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [4] Sort by an integer expression in descending order","144","test_sort_by_an_integer_expression_in_descending_order[(a.num2 + (a.num * 2)) * -1 DESC]","tests.tck","Thu May 14 13:58:05 CST 2026","passed","Thu May 14 13:58:05 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/existentialSubqueries/ExistentialSubquery1.feature: [3] Simple subquery without WHERE clause, not existing pattern","98","test_simple_subquery_without_where_clause_not_existing_pattern","tests.tck","Thu May 14 13:58:45 CST 2026","failed","Thu May 14 13:58:45 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [6] Single quantifier on list literal containing lists","26","test_single_quantifier_on_list_literal_containing_lists[[['a']]-size(x) = 3-false]","tests.tck","Thu May 14 13:59:29 CST 2026","passed","Thu May 14 13:59:29 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [12] All quantifier with IS NOT NULL predicate","40","test_all_quantifier_with_is_not_null_predicate[[34, 0, 8, 900]-true]","tests.tck","Thu May 14 13:59:41 CST 2026","passed","Thu May 14 13:59:41 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [3] Should compute duration between two temporals in months","73","test_should_compute_duration_between_two_temporals_in_months[time('14:30')-date('2015-06-24')-'PT0S']","tests.tck","Thu May 14 14:00:08 CST 2026","failed","Thu May 14 14:00:08 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [1] Sort by two expressions, both in ascending order","123","test_sort_by_two_expressions_both_in_ascending_order[a.bool ASCENDING, a.num ASC]","tests.tck","Thu May 14 13:58:14 CST 2026","failed","Thu May 14 13:58:14 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/conditional/Conditional2.feature: [1] Simple cases over integers","80","test_simple_cases_over_integers[-30-'something else']","tests.tck","Thu May 14 13:58:44 CST 2026","passed","Thu May 14 13:58:44 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [9] Should select time into date time","7","test_should_select_time_into_date_time[localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{year: 1984, month: 10, day: 11, time: other}-'1984-10-11T12:31:14.645876123Z']","tests.tck","Thu May 14 14:00:23 CST 2026","broken","Thu May 14 14:00:23 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [5] An expression without explicit sort direction is sorted in ascending order","138","test_an_expression_without_explicit_sort_direction_is_sorted_in_ascending_order[DESC-DESC-1-b]","tests.tck","Thu May 14 13:58:17 CST 2026","passed","Thu May 14 13:58:17 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [4] Should truncate localtime","20","test_should_truncate_localtime['microsecond'-localdatetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{nanosecond: 2}-'12:31:14.645876002']","tests.tck","Thu May 14 14:00:48 CST 2026","failed","Thu May 14 14:00:48 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [5] Should compute duration between two temporals in seconds","121","test_should_compute_duration_between_two_temporals_in_seconds[time('14:30')-localtime('16:30')-'PT2H']","tests.tck","Thu May 14 14:00:11 CST 2026","failed","Thu May 14 14:00:11 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/merge/Merge5.feature: [2] Matching a relationship","194","test_matching_a_relationship","tests.tck","Thu May 14 13:57:16 CST 2026","failed","Thu May 14 13:57:17 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternPredicates.feature: [13] Using a pattern predicate after aggregation 1","144","test_using_a_pattern_predicate_after_aggregation_1","tests.tck","Thu May 14 14:01:30 CST 2026","passed","Thu May 14 14:01:30 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison1.feature: [7] Comparing maps to maps","85","test_comparing_maps_to_maps[{k: null, l: 1}-{l: 1}-false]","tests.tck","Thu May 14 13:58:38 CST 2026","passed","Thu May 14 13:58:38 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/call/Call5.feature: [4] Rename outputs to unbound variable names","112","test_rename_outputs_to_unbound_variable_names[a AS a, b AS b-a-b]","tests.tck","Thu May 14 13:56:04 CST 2026","failed","Thu May 14 13:56:04 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/existentialSubqueries/ExistentialSubquery1.feature: [2] Simple subquery with WHERE clause","111","test_simple_subquery_with_where_clause","tests.tck","Thu May 14 13:58:45 CST 2026","failed","Thu May 14 13:58:45 CST 2026","","test_expressions","",""
